Senior Python Engineer,Jobot,"Seattle, WA",Remote,5 hours ago,"$150,000/yr - $180,000/yr (from job description) · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3590024508/?eBP=JOB_SEARCH_ORGANIC&refId=sgBBbdPnEKDaoaWzktjDIQ%3D%3D&trackingId=1OKl1wGXI7n4eksoHESiFg%3D%3D&trk=flagship3_search_srp_jobs,,300
Senior Data Engineer,Jobot,"New York, NY",Remote,5 hours ago,"$140,000/yr - $170,000/yr (from job description) · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3590025455/?eBP=JOB_SEARCH_ORGANIC&refId=Dhxa6CB1DyHlgI7GPeHgFg%3D%3D&trackingId=tNwN7A2mutH%2B2ykKvEenxA%3D%3D&trk=flagship3_search_srp_jobs,,300
Senior QA Engineer,Jobot,"Irving, TX",Remote,6 hours ago,"$110,000/yr - $180,000/yr (from job description) · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3590025426/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=ut1phd02CXgfHPGNMgmbKQ%3D%3D&trk=flagship3_search_srp_jobs,,360
Associate Software Developer,S&P Global,"Ontario, CA",On-site,8 hours ago,Full-time,https://www.linkedin.com/jobs/view/3592578913/?eBP=JOB_SEARCH_ORGANIC&refId=2rPjZtMq1F3bVYxliGlN3A%3D%3D&trackingId=AfjtGj2Mw56xK4SLSYUKRw%3D%3D&trk=flagship3_search_srp_jobs,"About the job
The Role: Associate Software Developer

The Location: Toronto, CA; Virtual- CA (Eastern or Central Time Only)

Grade: 7

The Team

The Reference Data team is responsible for the development and maintenance of our growing product within the Data Valuations & Analytics (DVA) group. Our team services internal clients as well as external clients and is focused on developing a competitive suite of offerings for the broader marketplace.

The Impact

As part of our team, you may be responsible for the design, architecture, and/or development of our data loading, data storage, validation, and publishing applications using a variety of tools and technologies which continue to evolve as we explore new innovations. The work you do will contribute to an essential part of what an S&P Global analyst will use as they provide equity analysis, research, opinion, and performance data to help clients/investors make informed decisions.

What’s In It For You
Build a career within a global company as part of a growing team
Work on products that fuel the global financial markets
Grow and improve your skills by working on enterprise-level products and new technologies
Flexible working arrangements that fully support working from home and/or from the office
Responsibilities
Works directly with the product development team to build software as per product requirements
Participate in brainstorming sessions and requirement discussions
Work on assigned coding tasks and learn the best practices of software development
Collaborate with team members to ensure your design and code are reviewed
Create, maintain, and run unit tests for both new and existing code to deliver defect-free and well-tested code to QA
Collaborate with the QA team to get your code tested and fix the bugs identified
Documentation of all details related to the assigned development item
Basic Qualifications

What We’re Looking For:
A bachelor or master’s degree (or equivalent) completed no later than May 2023
0-6 months of relevant work experience
Excellent analytical and problem-solving skills
Strong foundation in data structures and algorithms
Coding experience in at least one programming language
Strong written and verbal communication skills with the ability to present ideas to both technical and non-technical audiences
An aptitude to learn and adapt quickly in a rapidly changing environment
The ability to build strong working relationships in a collaborative setting
About S&P Global Market Intelligence

At S&P Global Market Intelligence, we know that not all information is important—some of it is vital. Accurate, deep and insightful. We integrate financial and industry data, research and news into tools that help track performance, generate alpha, identify investment ideas, understand competitive and industry dynamics, perform valuation and assess credit risk. Investment professionals, government agencies, corporations and universities globally can gain the intelligence essential to making business and financial decisions with conviction.

Equal Opportunity Employer

S&P Global is an equal opportunity employer and all qualified candidates will receive consideration for employment without regard to race/ethnicity, color, religion, sex, sexual orientation, gender identity, national origin, age, disability, marital status, military veteran status, unemployment status, or any other status protected by law. Only electronic job submissions will be considered for employment.

If you need an accommodation during the application process due to a disability, please send an email to: EEO.Compliance@spglobal.com and your request will be forwarded to the appropriate person.

US Candidates Only: The EEO is the Law Poster http://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf describes discrimination protections under federal law.

IFTECH202.1 - Middle Professional Tier I (EEO Job Group), IFTECH203 - Entry Professional (EEO Job Group)

Job ID: 284558

Posted On: 2023-04-29

Location: Toronto, Ontario, Canada",480
Software Developer,Actalent,"Cupertino, CA",Hybrid,8 hours ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3592592949/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=pL0gS7Fr%2FXzjzm6V%2BWLLlg%3D%3D&trk=flagship3_search_srp_jobs,,480
Software Programmer - Cherry,Precision Castparts,"Santa Ana, CA",On-site,8 hours ago,"$65,100/yr - $97,700/yr (from job description) · Full-time · Entry level",https://www.linkedin.com/jobs/view/3588018923/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=M39zL7VxGOIn95IXT9cPZA%3D%3D&trk=flagship3_search_srp_jobs,,480
Software Engineer,Actalent,"Irvine, CA",On-site,8 hours ago,Full-time · Entry level,https://www.linkedin.com/jobs/view/3592597374/?eBP=JOB_SEARCH_ORGANIC&refId=RUP0i3uUReCX7g9r7MJ2pw%3D%3D&trackingId=eYDjljSAyIzH0ltKXn3RvQ%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Description

The Principal Software Engineer works independently as part of development team to conduct product development of medical devices on the Windows platform and will develop software layers from the signal processing to the user interface.

Develop, debug, and test software platforms for a series of products
Documentation related to the software design control process
Create proof of concept code to evaluate ideas, explore new technologies, and reduce risk
Work collaboratively with R&D, sales, clinical and marketing to develop software requirements
Support the design and implement the software development foundation for new software-enabled products

Additional Skills & Qualifications

Bachelor’s in Software Engineering, Computer Science, Computer Engineering, or related field
Minimum 8+ years of programming experience
Proficient with C/C++, C#, and Python.
Knowledge & experience with Git version control system
Knowledge & experience with Scrum software development methodologies
Strong technical leadership, coding ability, debugging, and troubleshooting skills
Knowledge & experience with continuous integration and continuous deployment (CI/CD)
Strong understanding of design patterns, architecture patterns, and software engineering best practices
Experience working with machine learning is preferred
Experience working with computer vision technologies is preferred
Experience working in an FDA regulated environment and with recognized medical standards (IEC 62304, IEC 62366, etc) is preferred
Knowledge & experience of software delivery on either Azure or AWS cloud platforms is a plus

About Actalent

Actalent connects passion with purpose. Our scalable talent solutions and services capabilities drive value and results and provide the expertise to help our customers achieve more. Every day, our experts around the globe are making an impact. We’re supporting critical initiatives in engineering and sciences that advance how companies serve the world. Actalent promotes consultant care and engagement through experiences that enable continuous development. Our people are the difference. Actalent is an operating company of Allegis Group, the global leader in talent solutions.

The company is an equal opportunity employer and will consider all applications without regards to race, sex, age, color, religion, national origin, veteran status, disability, sexual orientation, gender identity, genetic information or any characteristic protected by law.",480
Lead Analytics Engineer,"Jane Technologies, Inc.",United States,Remote,9 hours ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3590013309/?eBP=JOB_SEARCH_ORGANIC&refId=Gv7TxTWtZ6cXopFW5mherA%3D%3D&trackingId=ucpxR5mj1i0CXeVLJB1F%2Fw%3D%3D&trk=flagship3_search_srp_jobs,,540
Staff Data Engineer,Raft,United States,Remote,9 hours ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3590009579/?eBP=JOB_SEARCH_ORGANIC&refId=YB677b3IzwFR9KwazRN%2FQQ%3D%3D&trackingId=rarcGWS5iRkpiP7OPobrDQ%3D%3D&trk=flagship3_search_srp_jobs,,540
"Data Scientist, Mid",Booz Allen Hamilton,"McLean, VA",Hybrid,10 hours ago,"$73,100/yr - $166,000/yr (from job description) · Full-time",https://www.linkedin.com/jobs/view/3589894779/?eBP=JOB_SEARCH_ORGANIC&refId=ZeGlU4gbds2dLuE3BOxjcA%3D%3D&trackingId=pBu9OZ9d4R%2Bk0%2Bi0XWcAQQ%3D%3D&trk=flagship3_search_srp_jobs,,600
Application Engineer,Discover Financial Services,"Riverwoods, IL",On-site,10 hours ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3588014324/?eBP=JOB_SEARCH_ORGANIC&refId=Dhxa6CB1DyHlgI7GPeHgFg%3D%3D&trackingId=rx6yTpEp9hdFZdXycAnrKA%3D%3D&trk=flagship3_search_srp_jobs,,600
"Applied NLP Engineer - Python, MySQL",CyberCoders,"Seattle, WA",Remote,10 hours ago,"$140,000/yr - $160,000/yr · Full-time · Mid-Senior level",https://www.linkedin.com/jobs/view/3589880974/?eBP=JOB_SEARCH_ORGANIC&refId=yRMdgfwIhp1RBPYyKPPJOw%3D%3D&trackingId=ZvZfzSJqbllhCEgTLk6yXg%3D%3D&trk=flagship3_search_srp_jobs,"About the job
If you are an Applied NLP Engineer with experience, please read on!

Headquartered in the beautiful Seattle WA area with teams across the nation, we are a booming tech company focusing on AI solutions for customer engagement! Due to growth and demand for our services, we are urgently looking to add several NLP Engineers to our diverse and growing team!

Top Reasons to Work with Us
HUGE opportunity for growth!
Competitive base salary!
Cutting-edge tech!
Fully remote opportunity!
What You Need for this Position
BSCS or equivalent technical degree preferred
Strong industry experience building real-world NLP features from the ground up
Strong hands-on capabilities with Python and MySQL
What's In It for You
Competitive base salary ($140-160k DOE)
Comprehensive benefits package (Medical, Dental, Vision)
Great PTO
Very well-funded start up at critical stage of growth
Fun and innovative company culture
So, if you are an Applied NLP Engineer with experience, please apply today!

Colorado employees will receive paid sick leave. For additional information about available benefits, please contact Noah Gjertsen-Illig

Email Your Resume In Word To

Looking forward to receiving your resume through our website and going over the position with you. Clicking apply is the best way to apply, but you may also:

Noah.Gjertsen-Illig@CyberCoders.com
Please do NOT change the email subject line in any way. You must keep the JobID: linkedin : NG5-1741235 -- in the email subject line for your application to be considered.***
Noah Gjertsen-Illig - Lead Recruiter - CyberCoders

Applicants must be authorized to work in the U.S.

CyberCoders, Inc is proud to be an Equal Opportunity Employer

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, or any other characteristic protected by law.

Your Right to Work – In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.",600
Software Engineer 2,Grange Insurance Association,"Seattle, WA",On-site,10 hours ago,Full-time,https://www.linkedin.com/jobs/view/3592546438/?eBP=JOB_SEARCH_ORGANIC&refId=fLHNrTefzblPpFjTSU2qlw%3D%3D&trackingId=CwVwAVs4finKDGj%2FYs9Fsw%3D%3D&trk=flagship3_search_srp_jobs,,600
ETL Developer – Intermediate / Senior,Citizens Property Insurance Corporation,"Jacksonville, FL",Remote,12 hours ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3589867832/?eBP=JOB_SEARCH_ORGANIC&refId=GAYkIo9d3M56JhQvVINf5g%3D%3D&trackingId=yovL8KL8rPOPKGQHfqhT6Q%3D%3D&trk=flagship3_search_srp_jobs,"About the job
Citizens is pleased to offer this opportunity on a remote / virtual basis (either fully remote or a combination of remote and in our Jacksonville, FL office. Visa sponsorshipis being offered for this position.

Searching for a place to make your mark? Every great team depends on the individual contributions of its members – the skills, talents and the passion that each team member brings. At Citizens, we’re building a workforce of top achievers committed to our company’s mission and vision. Our company values the knowledge that comes from experienced and dedicated individuals with a variety of backgrounds, in or out of insurance.

Citizens’ Mission is to provide property insurance protection in Florida to those who are, in good faith, unable to obtain coverage through the private market while also providing the utmost in customer service. Our Values are public service, integrity, respect, responsiveness and sound judgment. We strive to not only provide affordable insurance products and services but also to provide sound financial responsibility to the citizens of Florida.

At Citizens, we are a team of dedicated, service-minded professionals committed to our policyholders. Come achieve and maximize your potential with us!

Position Summary:

This position is responsible for coding, modifying, debugging, and documenting Data and Analytics applications that best support business requirements. You will also modify moderately complex Data & Analytics application programs including detailed data design, ETL and Data Warehousing.

Job Duties / Essential Functions:

Model ethical behavior and execute job responsibilities in accordance with Citizen’s core values, ethics, and information protection policies.
Plan, design, develop, modify, debug , and evaluate moderately complex Data and Analytics software for functional areas .
Negotiate with stakeholders on the creation of software specifications and project plans .
Analyze existing ETL jobs, data warehouse applications or work to formulate logic for moderately complex new systems and devise moderately complex algorithms .
Perform data analysis and test/debug software .
Design and apply basic data sources. Apply effective programming security practices .
Work with other Developers and Business Analysts to convert business requirements into ETL routines.
Develop conversion and system implementation plans and regularly create and execute unit tests .
Employ source code control techniques .
Assist with successful configuration management .
Gather and analyze data to prepare system and programming documentation .
Assist with implementation of changes in development, maintenance and system standards and in the creation of software specifications .
Regularly report progress on projects
Participate in on-call rotation.

Required Education And Experience -

Senior:
Bachelor’s degree OR 4 years of relevant experience OR a combination of college education and relevant work experience equivalent to 4 years
5 to 7 years of development experience in SQL techniques, Data Warehousing & Data Engineering in SQL techniques, Data Warehousing & Data Engineering roles.

Required Education And Experience -

Intermediate:
Bachelor’s degree OR 4 years of relevant experience OR a combination of college education and relevant work experience equivalent to 4 years
2 or more years of development experience in SQL techniques, Data Warehousing & Data Engineering roles.

Preferred Qualifications:
Good to have Python or similar programming experience.
4 or more years of experience in development utilizing SSIS, Azure Data Factory, Cloud data ingestion or any combination thereof.
3+ or more years of Data Warehouse experience with hands on experience in ETL.
4+ or more years of experience with SQL development and data engineering.
Experience with Microsoft SQL Server, Oracle or a comparable relational database.
Knowledge of other related IT areas
Demonstrated software repository skills.
Knowledge or experience in Property & Casualty Insurance industry

We offer unlimited career potential, excellent training and development opportunities, and a structured Career Development program to explore future roles of interest while growing and developing in your existing role.

Citizens offers a competitive compensation and benefits package that includes comprehensive medical/dental, Retirement Savings Plan, Vacation and Sick Time, EAP, Tuition Reimbursement, Community Service and much more!
Retirement savings plan with a generous company match.
Medical, dental and vision coverage
Company Paid employee basic life insurance and short-term disability.
Generous paid time off: vacation, sick and holiday leave
Employee Assistance and Wellness Programs
Tuition reimbursement
Professional and leadership development opportunities
Company Paid Parking
Employee recognition programs
Relocation assistance (where applicable)
Community and volunteering opportunities
Casual dress

Citizens is proud to be an Equal Opportunity Employer.

Visa sponsorship is not available for this position.

Primary Location

US-FL-Jacksonville

Other Locations

US-FL-Jacksonville

Work Locations

Jacksonville (Distributed Workforce)

Job

EO - IT Development

Organization

CPIC BU

Job Posting

Apr 28, 2023, 4:07:58 PM",720
Senior Software Engineer,Siemens,"Knoxville, TN",Hybrid,12 hours ago,Full-time · Mid-Senior level,https://www.linkedin.com/jobs/view/3570861139/?eBP=CwEAAAGHzZ9Le-eQV3vws6q3EXYNQOTP4jVueb7VTjZFitauH11HHP5bq_u6b7dB1QPAbJP86EqCc7REWfiz1LHtKPAe9A99KsY_QmTJedy8DjPOVY8Gy-jpZ4mrGkdlwE8FXz3RIa5wAxvCkTfM0ZRXRri4Kr8fc77sLdD9XBU7438AJfbPkszlWtbH51t-9JOoWHs6uG38ID7o8oyiMDN3sObnyIFZ0gVpF2a8ktNU26V7U_3mx4QxTFvTiEeCBqienYWhaGHCZ__ia6dxG_fYbOT6cdE13U3HhT6oSxzy03ZEdjWkt3nwW1pBl_FVXFUVDTCJ7mcwmxxtWxsMlz762xlSARvwodIxMemwR2ekl1yzh1WRq-jipyiX3Dsg00Bi_pqW&refId=fLHNrTefzblPpFjTSU2qlw%3D%3D&trackingId=%2B6VYSsPI9AA5MwoikIUClw%3D%3D&trk=flagship3_search_srp_jobs,,720
Backend Software Engineer,TikTok,"Seattle, WA",unknown,12 hours ago,"$129,200/yr - $194,750/yr · Full-time",https://www.linkedin.com/jobs/view/3592501486/?eBP=JOB_SEARCH_ORGANIC&refId=esOJmGc2G2OwahDUyDFBRA%3D%3D&trackingId=cb5SR%2FMSVk9X%2BC57KEjwSQ%3D%3D&trk=flagship3_search_srp_jobs,,720
